"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","24.89","202010","30","300","26","13","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","24.89","202011","6","200","22","4","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","24.89","202012","30","300","25","4","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","전세","24.89","202101","2","4,000","0","4","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","24.89","202101","26","1,000","18","8","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","24.89","202101","28","1,000","23","12","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","전세","24.89","202102","9","4,500","0","13","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","전세","24.89","202102","16","4,000","0","4","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","65.03","202102","16","4,000","25","9","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","24.89","202102","18","2,000","10","2","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","24.89","202102","24","300","28","10","2015"," "
"경상남도 거제시 고현동","159-1","0159","0001","휴엔하임오피스텔","월세","23.28","202102","28","500","27","12","2015"," "
"경상남도 거제시 능포동","480-53","0480","0053","거제 큐브마린","월세","52.3","202004","6","300","25","8","2016","능포로16길 10"
"경상남도 거제시 능포동","480-53","0480","0053","거제 큐브마린","월세","42.42","202006","13","200","25","6","2016","능포로16길 10"
"경상남도 거제시 능포동","480-53","0480","0053","거제 큐브마린","월세","35.35","202012","11","200","20","4","2016","능포로16길 10"
"경상남도 거제시 능포동","480-53","0480","0053","거제 큐브마린","월세","35.13","202102","24","200","25","9","2016","능포로16길 10"
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","월세","28.42","202003","7","500","33","6","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","28.42","202005","7","7,000","0","5","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","43.74","202005","7","7,500","0","18","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","28.42","202005","7","5,000","0","11","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","43.74","202006","26","6,000","0","14","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","28.42","202008","13","6,000","0","11","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","43.74","202008","31","7,000","0","12","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","28.42","202009","4","4,000","0","5","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","월세","43.74","202009","13","5,000","10","17","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","28.42","202010","20","5,500","0","7","2016"," "
"경상남도 거제시 아주동","1691-4","1691","0004","스타타워 오피스텔","전세","28.42","202011","1","5,000","0","5","2016"," "
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","79.98","202003","3","200","32","9","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","51.52","202003","10","200","29","7","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","51.52","202004","26","300","28","13","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","전세","77.26","202005","11","8,000","0","10","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","51.52","202006","4","200","29","11","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","51.26","202006","20","200","27","11","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","78.76","202007","9","200","40","9","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","전세","77.26","202008","6","7,500","0","6","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","전세","78.76","202012","5","6,500","0","7","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","전세","51.26","202012","15","4,500","0","9","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","전세","51.26","202012","21","4,500","0","14","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","51.52","202012","31","500","25","17","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","51.26","202101","4","500","25","15","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","전세","79.98","202101","11","7,000","0","12","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","월세","79.98","202101","29","1,000","25","10","2016","아주1로 8"
"경상남도 거제시 아주동","1692-5","1692","0005","스타타워2차","전세","79.98","202102","4","7,500","0","10","2016","아주1로 8"
