"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"대구광역시 남구 대명동","1223-5","1223","0005","세종아파트","월세","62.02","202101","12","7,000","32","2","1980","두류공원로 72"
"대구광역시 남구 대명동","1223-5","1223","0005","세종아파트","월세","62.02","202101","21","1,000","35","4","1980","두류공원로 72"
"대구광역시 남구 대명동","1593-9","1593","0009","스카이파크","전세","78.47","202008","7","18,000","0","10","2017","대명로 41"
"대구광역시 남구 대명동","1701-3","1701","0003","신새한","전세","58.14","202007","23","10,000","0","4","1980","대명로49길 12"
"대구광역시 남구 대명동","177-6","0177","0006","아리랑빌라트","전세","84.66","202005","9","25,000","0","8","2016","대명남1길 35"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202004","3","10,600","60","4","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202004","6","5,000","78","1","2018","안지랑로 73"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202004","17","5,000","78","4","2018","안지랑로 74"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202004","27","10,600","60","1","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202005","19","10,600","60","2","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202005","28","10,600","60","5","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202006","9","5,000","78","3","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202006","16","5,000","78","1","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202006","24","5,000","78","5","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202007","15","10,600","60","7","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202007","16","10,600","60","7","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202007","16","10,600","60","7","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202008","3","5,000","78","5","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202008","7","5,000","78","6","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202008","11","5,000","78","7","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202008","12","5,000","78","5","2018","안지랑로 73"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202008","14","5,000","78","7","2018","안지랑로 74"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","59.9545","202009","4","4,000","54","4","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202009","11","5,000","78","7","2018","안지랑로 73"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202009","14","5,000","78","4","2018","안지랑로 73"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","59.8231","202009","16","7,000","56","5","2018","안지랑로 74"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","59.8231","202009","21","7,000","56","6","2018","안지랑로 74"
"대구광역시 남구 대명동","3066","3066","0000","앞산 리슈빌 앤 리마크","월세","84.9388","202009","24","5,000","78","6","2018","안지랑로 74"
"대구광역시 남구 대명동","3062","3062","0000","앞산 리슈빌 앤 리마크","월세","59.8231","202010","5","7,000","56","3","2018","안지랑로 73"
